Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,AvgTalkSeconds,Hour
ID1389,Dan,2021-01-25,1900-01-01 15:04:19,Contract related,Y,Y,78.0,1900-01-01 00:05:10,4.0,310.0,15
ID1390,Stewart,2021-01-25,1900-01-01 15:04:19,Streaming,Y,Y,15.0,1900-01-01 00:02:10,3.0,130.0,15
ID1391,Becky,2021-01-25,1900-01-01 15:05:46,Payment related,N,N,,,,,15
ID1392,Martha,2021-01-25,1900-01-01 15:05:46,Streaming,Y,Y,50.0,1900-01-01 00:00:32,3.0,32.0,15
ID1393,Dan,2021-01-25,1900-01-01 15:20:10,Streaming,Y,Y,53.0,1900-01-01 00:03:48,3.0,228.0,15
ID1394,Joe,2021-01-25,1900-01-01 15:20:10,Technical Support,Y,Y,106.0,1900-01-01 00:06:35,1.0,395.0,15
ID1395,Diane,2021-01-25,1900-01-01 15:51:50,Admin Support,Y,Y,44.0,1900-01-01 00:05:57,5.0,357.0,15
ID1396,Becky,2021-01-25,1900-01-01 15:51:50,Contract related,N,N,,,,,15
ID1397,Greg,2021-01-25,1900-01-01 15:53:17,Admin Support,Y,Y,31.0,1900-01-01 00:04:53,3.0,293.0,15
ID1398,Joe,2021-01-25,1900-01-01 15:53:17,Admin Support,Y,Y,41.0,1900-01-01 00:05:02,5.0,302.0,15
ID1399,Becky,2021-01-25,1900-01-01 16:13:26,Streaming,Y,Y,109.0,1900-01-01 00:05:46,3.0,346.0,16
ID1400,Martha,2021-01-25,1900-01-01 16:13:26,Admin Support,Y,Y,13.0,1900-01-01 00:01:09,3.0,69.0,16
ID1401,Diane,2021-01-25,1900-01-01 17:32:38,Payment related,Y,Y,19.0,1900-01-01 00:06:38,5.0,398.0,17
ID1402,Stewart,2021-01-25,1900-01-01 17:32:38,Contract related,Y,Y,76.0,1900-01-01 00:05:44,5.0,344.0,17
ID1403,Becky,2021-01-26,1900-01-01 09:05:46,Contract related,Y,Y,86.0,1900-01-01 00:01:02,4.0,62.0,9
ID1404,Martha,2021-01-26,1900-01-01 09:05:46,Contract related,Y,Y,63.0,1900-01-01 00:02:25,4.0,145.0,9
ID1405,Dan,2021-01-26,1900-01-01 09:30:14,Payment related,Y,Y,113.0,1900-01-01 00:00:51,5.0,51.0,9
ID1406,Greg,2021-01-26,1900-01-01 09:30:14,Admin Support,Y,Y,84.0,1900-01-01 00:01:17,3.0,77.0,9
ID1407,Jim,2021-01-26,1900-01-01 09:41:46,Admin Support,Y,N,41.0,1900-01-01 00:03:26,4.0,206.0,9
ID1408,Becky,2021-01-26,1900-01-01 09:41:46,Payment related,Y,Y,13.0,1900-01-01 00:03:53,3.0,233.0,9
ID1409,Stewart,2021-01-26,1900-01-01 09:51:50,Technical Support,N,N,,,,,9
ID1410,Jim,2021-01-26,1900-01-01 09:51:50,Payment related,Y,Y,79.0,1900-01-01 00:02:50,3.0,170.0,9
ID1411,Diane,2021-01-26,1900-01-01 10:27:50,Contract related,Y,Y,103.0,1900-01-01 00:02:31,3.0,151.0,10
ID1412,Diane,2021-01-26,1900-01-01 10:27:50,Contract related,Y,Y,68.0,1900-01-01 00:02:18,3.0,138.0,10
ID1413,Diane,2021-01-26,1900-01-01 10:40:48,Contract related,Y,Y,57.0,1900-01-01 00:05:29,2.0,329.0,10
ID1414,Stewart,2021-01-26,1900-01-01 10:40:48,Payment related,N,N,,,,,10
ID1415,Diane,2021-01-26,1900-01-01 10:50:53,Payment related,Y,Y,72.0,1900-01-01 00:01:31,3.0,91.0,10
ID1416,Stewart,2021-01-26,1900-01-01 10:50:53,Streaming,Y,Y,53.0,1900-01-01 00:05:52,5.0,352.0,10
ID1417,Becky,2021-01-26,1900-01-01 10:52:19,Contract related,Y,Y,16.0,1900-01-01 00:03:35,1.0,215.0,10
ID1418,Becky,2021-01-26,1900-01-01 10:52:19,Technical Support,Y,Y,77.0,1900-01-01 00:01:42,3.0,102.0,10
ID1419,Dan,2021-01-26,1900-01-01 10:59:31,Payment related,Y,Y,68.0,1900-01-01 00:06:48,5.0,408.0,10
ID1420,Dan,2021-01-26,1900-01-01 10:59:31,Streaming,Y,Y,50.0,1900-01-01 00:02:46,4.0,166.0,10
ID1421,Joe,2021-01-26,1900-01-01 11:19:41,Admin Support,N,N,,,,,11
ID1422,Dan,2021-01-26,1900-01-01 11:19:41,Payment related,Y,Y,68.0,1900-01-01 00:05:16,3.0,316.0,11
ID1423,Diane,2021-01-26,1900-01-01 11:47:02,Streaming,Y,Y,39.0,1900-01-01 00:03:52,5.0,232.0,11
ID1424,Diane,2021-01-26,1900-01-01 11:47:02,Contract related,Y,Y,78.0,1900-01-01 00:06:35,4.0,395.0,11
ID1425,Diane,2021-01-26,1900-01-01 12:48:58,Streaming,Y,Y,106.0,1900-01-01 00:01:52,3.0,112.0,12
ID1426,Becky,2021-01-26,1900-01-01 12:48:58,Streaming,N,N,,,,,12
ID1427,Dan,2021-01-26,1900-01-01 12:50:24,Admin Support,Y,Y,66.0,1900-01-01 00:00:44,3.0,44.0,12
ID1428,Greg,2021-01-26,1900-01-01 12:50:24,Technical Support,Y,Y,120.0,1900-01-01 00:04:21,5.0,261.0,12
ID1429,Stewart,2021-01-26,1900-01-01 12:56:10,Streaming,Y,Y,115.0,1900-01-01 00:02:27,3.0,147.0,12
ID1430,Stewart,2021-01-26,1900-01-01 12:56:10,Payment related,Y,Y,28.0,1900-01-01 00:04:37,4.0,277.0,12
ID1431,Dan,2021-01-26,1900-01-01 13:04:48,Streaming,Y,Y,57.0,1900-01-01 00:01:30,3.0,90.0,13
ID1432,Diane,2021-01-26,1900-01-01 13:04:48,Streaming,Y,Y,110.0,1900-01-01 00:05:17,2.0,317.0,13
ID1433,Dan,2021-01-26,1900-01-01 13:04:48,Technical Support,Y,Y,103.0,1900-01-01 00:02:51,4.0,171.0,13
ID1434,Jim,2021-01-26,1900-01-01 13:04:48,Technical Support,Y,Y,94.0,1900-01-01 00:06:12,5.0,372.0,13
ID1435,Jim,2021-01-26,1900-01-01 14:08:10,Streaming,Y,Y,61.0,1900-01-01 00:04:47,5.0,287.0,14
ID1436,Stewart,2021-01-26,1900-01-01 14:08:10,Streaming,N,N,,,,,14
ID1437,Jim,2021-01-26,1900-01-01 14:18:14,Streaming,Y,Y,77.0,1900-01-01 00:04:26,2.0,266.0,14
ID1438,Greg,2021-01-26,1900-01-01 14:18:14,Contract related,Y,Y,56.0,1900-01-01 00:03:44,4.0,224.0,14
ID1439,Diane,2021-01-26,1900-01-01 14:26:53,Admin Support,Y,Y,65.0,1900-01-01 00:06:42,5.0,402.0,14
ID1440,Becky,2021-01-26,1900-01-01 14:26:53,Technical Support,Y,Y,99.0,1900-01-01 00:05:42,3.0,342.0,14
ID1441,Diane,2021-01-26,1900-01-01 14:51:22,Admin Support,Y,Y,40.0,1900-01-01 00:04:48,3.0,288.0,14
ID1442,Stewart,2021-01-26,1900-01-01 14:51:22,Payment related,Y,Y,110.0,1900-01-01 00:05:20,3.0,320.0,14
ID1443,Diane,2021-01-26,1900-01-01 15:15:50,Admin Support,Y,Y,109.0,1900-01-01 00:00:52,1.0,52.0,15
ID1444,Martha,2021-01-26,1900-01-01 15:15:50,Contract related,Y,Y,116.0,1900-01-01 00:05:08,3.0,308.0,15
ID1445,Martha,2021-01-26,1900-01-01 15:21:36,Streaming,Y,Y,82.0,1900-01-01 00:02:18,2.0,138.0,15
ID1446,Greg,2021-01-26,1900-01-01 15:21:36,Contract related,Y,Y,65.0,1900-01-01 00:02:29,4.0,149.0,15
ID1447,Dan,2021-01-26,1900-01-01 15:25:55,Contract related,Y,Y,24.0,1900-01-01 00:03:29,4.0,209.0,15
ID1448,Diane,2021-01-26,1900-01-01 15:25:55,Payment related,Y,Y,125.0,1900-01-01 00:01:22,5.0,82.0,15
ID1449,Greg,2021-01-26,1900-01-01 15:28:48,Admin Support,Y,Y,87.0,1900-01-01 00:01:04,5.0,64.0,15
ID1450,Jim,2021-01-26,1900-01-01 15:28:48,Streaming,Y,Y,119.0,1900-01-01 00:00:43,4.0,43.0,15
ID1451,Diane,2021-01-26,1900-01-01 15:30:14,Contract related,Y,Y,94.0,1900-01-01 00:00:46,4.0,46.0,15
ID1452,Dan,2021-01-26,1900-01-01 15:30:14,Payment related,N,N,,,,,15
ID1453,Dan,2021-01-26,1900-01-01 15:37:26,Payment related,Y,Y,19.0,1900-01-01 00:05:37,1.0,337.0,15
ID1454,Dan,2021-01-26,1900-01-01 15:37:26,Contract related,Y,Y,68.0,1900-01-01 00:02:44,3.0,164.0,15
ID1455,Joe,2021-01-26,1900-01-01 16:00:29,Payment related,Y,Y,36.0,1900-01-01 00:06:22,3.0,382.0,16
ID1456,Martha,2021-01-26,1900-01-01 16:00:29,Payment related,Y,Y,50.0,1900-01-01 00:01:06,4.0,66.0,16
ID1457,Becky,2021-01-26,1900-01-01 16:06:14,Payment related,N,N,,,,,16
ID1458,Greg,2021-01-26,1900-01-01 16:06:14,Contract related,Y,Y,60.0,1900-01-01 00:02:14,3.0,134.0,16
ID1459,Becky,2021-01-26,1900-01-01 17:18:14,Contract related,Y,Y,38.0,1900-01-01 00:06:58,1.0,418.0,17
ID1460,Becky,2021-01-26,1900-01-01 17:18:14,Contract related,Y,Y,115.0,1900-01-01 00:06:15,3.0,375.0,17
ID1461,Dan,2021-01-26,1900-01-01 17:52:48,Streaming,Y,Y,82.0,1900-01-01 00:06:37,1.0,397.0,17
ID1462,Jim,2021-01-26,1900-01-01 17:52:48,Technical Support,Y,Y,34.0,1900-01-01 00:04:18,2.0,258.0,17
ID1463,Diane,2021-01-27,1900-01-01 09:10:05,Streaming,Y,Y,95.0,1900-01-01 00:02:55,3.0,175.0,9
ID1464,Diane,2021-01-27,1900-01-01 09:10:05,Contract related,Y,Y,13.0,1900-01-01 00:03:14,5.0,194.0,9
ID1465,Becky,2021-01-27,1900-01-01 09:38:53,Technical Support,Y,Y,22.0,1900-01-01 00:04:12,3.0,252.0,9
ID1466,Greg,2021-01-27,1900-01-01 09:38:53,Streaming,N,N,,,,,9
ID1467,Martha,2021-01-27,1900-01-01 09:41:46,Admin Support,Y,Y,86.0,1900-01-01 00:02:52,1.0,172.0,9
ID1468,Joe,2021-01-27,1900-01-01 09:41:46,Contract related,Y,Y,20.0,1900-01-01 00:04:23,4.0,263.0,9
ID1469,Greg,2021-01-27,1900-01-01 09:54:43,Payment related,N,N,,,,,9
ID1470,Martha,2021-01-27,1900-01-01 09:54:43,Contract related,Y,Y,36.0,1900-01-01 00:04:21,4.0,261.0,9
ID1471,Martha,2021-01-27,1900-01-01 09:57:36,Streaming,Y,Y,118.0,1900-01-01 00:03:27,4.0,207.0,9
ID1472,Stewart,2021-01-27,1900-01-01 09:57:36,Contract related,Y,Y,40.0,1900-01-01 00:04:06,4.0,246.0,9
ID1473,Jim,2021-01-27,1900-01-01 10:43:41,Contract related,Y,Y,97.0,1900-01-01 00:06:37,4.0,397.0,10
ID1474,Martha,2021-01-27,1900-01-01 10:43:41,Contract related,Y,Y,75.0,1900-01-01 00:02:50,4.0,170.0,10
ID1475,Dan,2021-01-27,1900-01-01 11:09:36,Technical Support,Y,Y,61.0,1900-01-01 00:02:39,3.0,159.0,11
ID1476,Dan,2021-01-27,1900-01-01 11:09:36,Streaming,Y,Y,125.0,1900-01-01 00:06:05,5.0,365.0,11
ID1477,Jim,2021-01-27,1900-01-01 12:40:19,Contract related,N,N,,,,,12
ID1478,Dan,2021-01-27,1900-01-01 12:40:19,Technical Support,Y,Y,33.0,1900-01-01 00:05:52,5.0,352.0,12
ID1479,Martha,2021-01-27,1900-01-01 13:00:29,Technical Support,N,N,,,,,13
ID1480,Martha,2021-01-27,1900-01-01 13:00:29,Streaming,Y,Y,50.0,1900-01-01 00:03:51,5.0,231.0,13
ID1481,Jim,2021-01-27,1900-01-01 13:03:22,Admin Support,Y,Y,114.0,1900-01-01 00:04:21,3.0,261.0,13
ID1482,Jim,2021-01-27,1900-01-01 13:03:22,Technical Support,N,N,,,,,13
ID1483,Dan,2021-01-27,1900-01-01 13:07:41,Streaming,Y,Y,58.0,1900-01-01 00:02:01,4.0,121.0,13
ID1484,Diane,2021-01-27,1900-01-01 13:07:41,Streaming,Y,Y,86.0,1900-01-01 00:03:27,2.0,207.0,13
ID1485,Dan,2021-01-27,1900-01-01 13:09:07,Streaming,Y,Y,45.0,1900-01-01 00:03:53,5.0,233.0,13
ID1486,Dan,2021-01-27,1900-01-01 13:09:07,Streaming,Y,Y,84.0,1900-01-01 00:02:33,2.0,153.0,13
ID1487,Diane,2021-01-27,1900-01-01 13:22:05,Contract related,Y,Y,15.0,1900-01-01 00:06:54,2.0,414.0,13
ID1488,Stewart,2021-01-27,1900-01-01 13:22:05,Admin Support,Y,Y,47.0,1900-01-01 00:04:07,2.0,247.0,13
ID1489,Dan,2021-01-27,1900-01-01 13:27:50,Payment related,Y,Y,27.0,1900-01-01 00:02:37,3.0,157.0,13
ID1490,Martha,2021-01-27,1900-01-01 13:27:50,Admin Support,Y,Y,49.0,1900-01-01 00:01:24,4.0,84.0,13
ID1491,Joe,2021-01-27,1900-01-01 13:52:19,Contract related,Y,Y,50.0,1900-01-01 00:01:45,4.0,105.0,13
ID1492,Greg,2021-01-27,1900-01-01 13:52:19,Streaming,Y,Y,87.0,1900-01-01 00:05:01,2.0,301.0,13
ID1493,Jim,2021-01-27,1900-01-01 14:45:36,Admin Support,Y,Y,87.0,1900-01-01 00:06:34,3.0,394.0,14
ID1494,Jim,2021-01-27,1900-01-01 14:45:36,Payment related,Y,Y,15.0,1900-01-01 00:05:58,3.0,358.0,14
ID1495,Dan,2021-01-27,1900-01-01 14:54:14,Technical Support,Y,Y,123.0,1900-01-01 00:06:49,5.0,409.0,14
ID1496,Becky,2021-01-27,1900-01-01 14:54:14,Payment related,Y,Y,32.0,1900-01-01 00:04:42,3.0,282.0,14
ID1497,Stewart,2021-01-27,1900-01-01 15:21:36,Payment related,Y,Y,10.0,1900-01-01 00:01:25,5.0,85.0,15
ID1498,Dan,2021-01-27,1900-01-01 15:21:36,Admin Support,Y,Y,19.0,1900-01-01 00:04:43,2.0,283.0,15
ID1499,Becky,2021-01-27,1900-01-01 15:23:02,Admin Support,Y,Y,10.0,1900-01-01 00:06:04,5.0,364.0,15
ID1500,Diane,2021-01-27,1900-01-01 15:23:02,Streaming,N,N,,,,,15
ID1501,Stewart,2021-01-27,1900-01-01 15:40:19,Streaming,Y,Y,112.0,1900-01-01 00:02:43,4.0,163.0,15
ID1502,Becky,2021-01-27,1900-01-01 15:40:19,Contract related,Y,N,10.0,1900-01-01 00:03:42,4.0,222.0,15
ID1503,Jim,2021-01-27,1900-01-01 16:00:29,Admin Support,Y,Y,26.0,1900-01-01 00:01:56,2.0,116.0,16
ID1504,Martha,2021-01-27,1900-01-01 16:00:29,Admin Support,Y,Y,96.0,1900-01-01 00:06:29,4.0,389.0,16
ID1505,Dan,2021-01-27,1900-01-01 16:01:55,Payment related,Y,Y,99.0,1900-01-01 00:04:22,3.0,262.0,16
ID1506,Greg,2021-01-27,1900-01-01 16:01:55,Technical Support,N,N,,,,,16
ID1507,Jim,2021-01-27,1900-01-01 16:10:34,Admin Support,Y,Y,77.0,1900-01-01 00:03:15,5.0,195.0,16
ID1508,Joe,2021-01-27,1900-01-01 16:10:34,Admin Support,Y,Y,16.0,1900-01-01 00:05:21,4.0,321.0,16
ID1509,Martha,2021-01-27,1900-01-01 16:58:05,Contract related,Y,Y,100.0,1900-01-01 00:02:43,4.0,163.0,16
ID1510,Jim,2021-01-27,1900-01-01 16:58:05,Contract related,Y,Y,27.0,1900-01-01 00:05:09,3.0,309.0,16
ID1511,Becky,2021-01-27,1900-01-01 17:00:58,Payment related,Y,Y,31.0,1900-01-01 00:04:27,1.0,267.0,17
ID1512,Joe,2021-01-27,1900-01-01 17:00:58,Contract related,Y,Y,33.0,1900-01-01 00:06:32,2.0,392.0,17
ID1513,Jim,2021-01-27,1900-01-01 17:12:29,Streaming,Y,Y,107.0,1900-01-01 00:03:07,4.0,187.0,17
ID1514,Dan,2021-01-27,1900-01-01 17:12:29,Payment related,Y,Y,77.0,1900-01-01 00:06:04,3.0,364.0,17
ID1515,Jim,2021-01-27,1900-01-01 17:18:14,Streaming,Y,Y,28.0,1900-01-01 00:03:04,5.0,184.0,17
ID1516,Greg,2021-01-27,1900-01-01 17:18:14,Contract related,N,N,,,,,17
ID1517,Jim,2021-01-27,1900-01-01 17:42:43,Contract related,Y,Y,93.0,1900-01-01 00:00:56,4.0,56.0,17
ID1518,Martha,2021-01-27,1900-01-01 17:42:43,Technical Support,N,N,,,,,17
ID1519,Jim,2021-01-28,1900-01-01 09:04:19,Streaming,Y,Y,46.0,1900-01-01 00:04:27,5.0,267.0,9
ID1520,Joe,2021-01-28,1900-01-01 09:04:19,Streaming,Y,Y,14.0,1900-01-01 00:05:41,3.0,341.0,9
ID1521,Greg,2021-01-28,1900-01-01 09:11:31,Admin Support,Y,Y,58.0,1900-01-01 00:04:57,3.0,297.0,9
ID1522,Martha,2021-01-28,1900-01-01 09:11:31,Payment related,Y,Y,61.0,1900-01-01 00:05:16,3.0,316.0,9
ID1523,Martha,2021-01-28,1900-01-01 09:12:58,Payment related,Y,Y,38.0,1900-01-01 00:06:24,4.0,384.0,9
ID1524,Martha,2021-01-28,1900-01-01 09:12:58,Payment related,Y,Y,39.0,1900-01-01 00:05:36,3.0,336.0,9
ID1525,Stewart,2021-01-28,1900-01-01 09:46:05,Technical Support,Y,Y,87.0,1900-01-01 00:01:34,4.0,94.0,9
ID1526,Stewart,2021-01-28,1900-01-01 09:46:05,Technical Support,Y,Y,26.0,1900-01-01 00:01:55,2.0,115.0,9
ID1527,Greg,2021-01-28,1900-01-01 10:04:48,Technical Support,Y,N,120.0,1900-01-01 00:01:27,4.0,87.0,10
ID1528,Dan,2021-01-28,1900-01-01 10:04:48,Payment related,Y,Y,123.0,1900-01-01 00:01:57,4.0,117.0,10
ID1529,Diane,2021-01-28,1900-01-01 10:40:48,Contract related,Y,Y,48.0,1900-01-01 00:01:31,3.0,91.0,10
ID1530,Diane,2021-01-28,1900-01-01 10:40:48,Streaming,Y,N,58.0,1900-01-01 00:02:35,1.0,155.0,10
ID1531,Martha,2021-01-28,1900-01-01 10:52:19,Contract related,Y,Y,90.0,1900-01-01 00:04:45,3.0,285.0,10
ID1532,Dan,2021-01-28,1900-01-01 10:52:19,Payment related,Y,Y,104.0,1900-01-01 00:06:11,5.0,371.0,10
ID1533,Stewart,2021-01-28,1900-01-01 11:06:43,Streaming,Y,Y,41.0,1900-01-01 00:03:08,4.0,188.0,11
ID1534,Greg,2021-01-28,1900-01-01 11:06:43,Technical Support,Y,Y,26.0,1900-01-01 00:01:47,5.0,107.0,11
ID1535,Becky,2021-01-28,1900-01-01 11:21:07,Payment related,Y,Y,66.0,1900-01-01 00:05:44,4.0,344.0,11
ID1536,Becky,2021-01-28,1900-01-01 11:21:07,Admin Support,Y,Y,65.0,1900-01-01 00:01:51,5.0,111.0,11
ID1537,Becky,2021-01-28,1900-01-01 11:29:46,Admin Support,Y,Y,22.0,1900-01-01 00:05:02,3.0,302.0,11
ID1538,Joe,2021-01-28,1900-01-01 11:29:46,Streaming,Y,N,96.0,1900-01-01 00:03:54,1.0,234.0,11
ID1539,Diane,2021-01-28,1900-01-01 11:54:14,Technical Support,Y,Y,101.0,1900-01-01 00:04:45,4.0,285.0,11
ID1540,Becky,2021-01-28,1900-01-01 11:54:14,Admin Support,Y,Y,124.0,1900-01-01 00:01:38,4.0,98.0,11
ID1541,Dan,2021-01-28,1900-01-01 11:55:41,Contract related,Y,Y,28.0,1900-01-01 00:05:25,3.0,325.0,11
ID1542,Becky,2021-01-28,1900-01-01 11:55:41,Contract related,Y,Y,90.0,1900-01-01 00:03:49,3.0,229.0,11
ID1543,Martha,2021-01-28,1900-01-01 12:46:05,Contract related,Y,Y,111.0,1900-01-01 00:03:55,5.0,235.0,12
ID1544,Becky,2021-01-28,1900-01-01 12:46:05,Streaming,Y,Y,123.0,1900-01-01 00:00:41,4.0,41.0,12
ID1545,Jim,2021-01-28,1900-01-01 13:00:29,Contract related,N,N,,,,,13
ID1546,Dan,2021-01-28,1900-01-01 13:00:29,Streaming,Y,Y,101.0,1900-01-01 00:05:22,4.0,322.0,13
ID1547,Joe,2021-01-28,1900-01-01 13:17:46,Admin Support,Y,Y,44.0,1900-01-01 00:02:09,5.0,129.0,13
ID1548,Stewart,2021-01-28,1900-01-01 13:17:46,Streaming,Y,Y,10.0,1900-01-01 00:01:51,3.0,111.0,13
ID1549,Diane,2021-01-28,1900-01-01 13:19:12,Streaming,Y,Y,45.0,1900-01-01 00:03:26,1.0,206.0,13
ID1550,Stewart,2021-01-28,1900-01-01 13:19:12,Technical Support,Y,Y,24.0,1900-01-01 00:02:16,4.0,136.0,13
ID1551,Joe,2021-01-28,1900-01-01 14:18:14,Payment related,Y,Y,70.0,1900-01-01 00:05:53,1.0,353.0,14
ID1552,Martha,2021-01-28,1900-01-01 14:18:14,Streaming,Y,Y,101.0,1900-01-01 00:05:52,5.0,352.0,14
ID1553,Dan,2021-01-28,1900-01-01 14:19:41,Streaming,Y,Y,23.0,1900-01-01 00:03:16,3.0,196.0,14
ID1554,Joe,2021-01-28,1900-01-01 14:19:41,Contract related,Y,N,86.0,1900-01-01 00:03:51,3.0,231.0,14
ID1555,Dan,2021-01-28,1900-01-01 14:32:38,Admin Support,Y,Y,25.0,1900-01-01 00:02:15,2.0,135.0,14
ID1556,Jim,2021-01-28,1900-01-01 14:32:38,Admin Support,Y,Y,46.0,1900-01-01 00:02:57,4.0,177.0,14
ID1557,Diane,2021-01-28,1900-01-01 14:57:07,Streaming,Y,Y,45.0,1900-01-01 00:03:52,4.0,232.0,14
ID1558,Becky,2021-01-28,1900-01-01 14:57:07,Technical Support,N,N,,,,,14
ID1559,Greg,2021-01-28,1900-01-01 15:53:17,Technical Support,Y,Y,93.0,1900-01-01 00:06:31,3.0,391.0,15
ID1560,Joe,2021-01-28,1900-01-01 15:53:17,Payment related,Y,Y,61.0,1900-01-01 00:02:01,1.0,121.0,15
ID1561,Diane,2021-01-28,1900-01-01 16:13:26,Streaming,N,N,,,,,16
ID1562,Jim,2021-01-28,1900-01-01 16:13:26,Streaming,Y,Y,66.0,1900-01-01 00:02:36,3.0,156.0,16
ID1563,Greg,2021-01-28,1900-01-01 16:19:12,Contract related,Y,Y,29.0,1900-01-01 00:04:35,3.0,275.0,16
ID1564,Greg,2021-01-28,1900-01-01 16:19:12,Admin Support,Y,Y,67.0,1900-01-01 00:06:42,2.0,402.0,16
ID1565,Dan,2021-01-28,1900-01-01 16:40:48,Contract related,Y,Y,94.0,1900-01-01 00:01:43,4.0,103.0,16
ID1566,Joe,2021-01-28,1900-01-01 16:40:48,Streaming,Y,N,80.0,1900-01-01 00:05:00,4.0,300.0,16
ID1567,Dan,2021-01-28,1900-01-01 17:03:50,Payment related,Y,Y,27.0,1900-01-01 00:03:16,4.0,196.0,17
ID1568,Dan,2021-01-28,1900-01-01 17:03:50,Streaming,Y,Y,41.0,1900-01-01 00:03:17,4.0,197.0,17
ID1569,Martha,2021-01-28,1900-01-01 17:16:48,Technical Support,Y,Y,84.0,1900-01-01 00:04:17,4.0,257.0,17
ID1570,Greg,2021-01-28,1900-01-01 17:16:48,Contract related,Y,Y,121.0,1900-01-01 00:01:57,4.0,117.0,17
ID1571,Diane,2021-01-28,1900-01-01 17:52:48,Payment related,Y,Y,61.0,1900-01-01 00:00:43,1.0,43.0,17
ID1572,Martha,2021-01-28,1900-01-01 17:52:48,Admin Support,N,N,,,,,17
ID1573,Diane,2021-01-28,1900-01-01 18:00:00,Payment related,Y,Y,54.0,1900-01-01 00:06:11,2.0,371.0,18
ID1574,Stewart,2021-01-28,1900-01-01 18:00:00,Streaming,Y,Y,82.0,1900-01-01 00:05:46,5.0,346.0,18
ID1575,Greg,2021-01-29,1900-01-01 09:02:53,Admin Support,Y,Y,55.0,1900-01-01 00:03:08,4.0,188.0,9
ID1576,Jim,2021-01-29,1900-01-01 09:02:53,Admin Support,N,N,,,,,9
ID1577,Dan,2021-01-29,1900-01-01 09:08:38,Payment related,Y,Y,87.0,1900-01-01 00:01:09,5.0,69.0,9
ID1578,Greg,2021-01-29,1900-01-01 09:08:38,Payment related,N,N,,,,,9
ID1579,Greg,2021-01-29,1900-01-01 09:20:10,Admin Support,Y,Y,22.0,1900-01-01 00:04:57,3.0,297.0,9
ID1580,Stewart,2021-01-29,1900-01-01 09:20:10,Payment related,N,N,,,,,9
ID1581,Dan,2021-01-29,1900-01-01 09:57:36,Streaming,Y,Y,95.0,1900-01-01 00:01:46,5.0,106.0,9
ID1582,Dan,2021-01-29,1900-01-01 09:57:36,Technical Support,Y,Y,23.0,1900-01-01 00:06:15,4.0,375.0,9
ID1583,Greg,2021-01-29,1900-01-01 10:20:38,Admin Support,Y,Y,43.0,1900-01-01 00:02:05,4.0,125.0,10
ID1584,Becky,2021-01-29,1900-01-01 10:20:38,Payment related,N,N,,,,,10
ID1585,Joe,2021-01-29,1900-01-01 10:29:17,Contract related,Y,Y,118.0,1900-01-01 00:04:03,3.0,243.0,10
ID1586,Jim,2021-01-29,1900-01-01 10:29:17,Payment related,Y,Y,94.0,1900-01-01 00:01:12,3.0,72.0,10
ID1587,Diane,2021-01-29,1900-01-01 10:50:53,Technical Support,Y,Y,59.0,1900-01-01 00:04:55,4.0,295.0,10
ID1588,Jim,2021-01-29,1900-01-01 10:50:53,Technical Support,N,N,,,,,10
ID1589,Stewart,2021-01-29,1900-01-01 10:52:19,Admin Support,Y,Y,92.0,1900-01-01 00:03:13,5.0,193.0,10
ID1590,Jim,2021-01-29,1900-01-01 10:52:19,Technical Support,Y,Y,51.0,1900-01-01 00:02:40,2.0,160.0,10
ID1591,Diane,2021-01-29,1900-01-01 11:57:07,Payment related,N,N,,,,,11
ID1592,Greg,2021-01-29,1900-01-01 11:57:07,Technical Support,Y,Y,11.0,1900-01-01 00:04:23,5.0,263.0,11
ID1593,Joe,2021-01-29,1900-01-01 12:44:38,Payment related,Y,Y,62.0,1900-01-01 00:02:21,1.0,141.0,12
ID1594,Joe,2021-01-29,1900-01-01 12:44:38,Technical Support,Y,Y,122.0,1900-01-01 00:04:58,3.0,298.0,12
ID1595,Dan,2021-01-29,1900-01-01 12:46:05,Streaming,Y,Y,37.0,1900-01-01 00:05:23,3.0,323.0,12
ID1596,Stewart,2021-01-29,1900-01-01 12:46:05,Payment related,Y,N,42.0,1900-01-01 00:03:37,4.0,217.0,12
ID1597,Diane,2021-01-29,1900-01-01 12:51:50,Technical Support,Y,Y,112.0,1900-01-01 00:04:29,3.0,269.0,12
ID1598,Martha,2021-01-29,1900-01-01 12:51:50,Payment related,Y,Y,98.0,1900-01-01 00:03:09,4.0,189.0,12
ID1599,Stewart,2021-01-29,1900-01-01 12:51:50,Payment related,Y,Y,105.0,1900-01-01 00:03:13,2.0,193.0,12
ID1600,Diane,2021-01-29,1900-01-01 12:51:50,Technical Support,Y,Y,78.0,1900-01-01 00:03:03,5.0,183.0,12
ID1601,Martha,2021-01-29,1900-01-01 13:00:29,Contract related,Y,Y,68.0,1900-01-01 00:00:45,4.0,45.0,13
ID1602,Jim,2021-01-29,1900-01-01 13:00:29,Contract related,Y,Y,17.0,1900-01-01 00:05:47,3.0,347.0,13
ID1603,Diane,2021-01-29,1900-01-01 13:04:48,Admin Support,Y,Y,23.0,1900-01-01 00:01:20,4.0,80.0,13
ID1604,Diane,2021-01-29,1900-01-01 13:04:48,Admin Support,Y,Y,39.0,1900-01-01 00:01:09,1.0,69.0,13
